"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.307145955E0,8.268713951E-1,-2.635439873E0,2.621924877E0,3.808378879E0
1.312093820E0,1.206531525E-1,-3.181213856E0,3.328024626E0,4.605477900E0
1.317041841E0,-8.260345459E-1,-3.138378143E0,3.633458138E0,4.871731569E0
1.321989705E0,-1.920685768E0,-2.846260071E0,2.882500172E0,4.483195005E0
1.326937726E0,-2.639351845E0,-2.511615753E0,7.788400054E-1,3.725719207E0
1.331885695E0,-2.668569088E0,-2.014540672E0,-2.004088402E0,3.898205410E0
1.336833559E0,-2.271212101E0,-1.300329685E0,-4.304426193E0,5.037593329E0
1.341781580E0,-2.060878754E0,-4.945755005E-1,-5.840714455E0,6.213354288E0
1.346729445E0,-1.423121929E0,2.324314117E-1,-6.549242973E0,6.706107955E0
1.351677466E0,-7.810182571E-1,3.119449615E-1,-6.880267620E0,6.931477599E0
1.356625434E0,-8.688907623E-1,-3.475465775E-1,-7.208063126E0,7.268557890E0
1.361573299E0,-1.124627113E0,-5.499200821E-1,-6.508461475E0,6.627765009E0
1.366521320E0,-3.579959869E-1,-1.211931705E0,-5.196134567E0,5.347593293E0
1.371469289E0,6.941232681E-1,-1.810576439E0,-4.281390667E0,4.700031936E0
1.376417153E0,-3.018669605E0,-5.925444126E0,3.480818272E0,7.505954311E0
1.381365174E0,-9.204708099E0,-1.317747688E1,1.649864197E1,2.303427305E1
1.386313039E0,-3.069673538E0,-8.172159195E0,7.223534584E0,1.133077815E1
1.391261059E0,4.640936852E0,-1.271287918E0,-2.522259712E0,5.432887067E0
1.396208924E0,5.930629730E0,1.109293461E0,-4.606982708E0,7.591257514E0
1.401156945E0,4.190713882E0,1.770234108E-1,-3.772514582E0,5.641390467E0
1.406104914E0,1.555276394E0,-1.691055298E0,-2.206415653E0,3.185407779E0
1.411052778E0,-8.394341469E-1,-3.222795486E0,-1.401290298E-1,3.333271153E0
1.416000799E0,-1.918904305E0,-3.500307083E0,8.835418820E-1,4.088396955E0
1.420948664E0,-1.413944244E0,-2.718249798E0,8.576060534E-1,3.181761844E0
1.425896684E0,-6.942873001E-1,-1.944616318E0,3.873504400E-1,2.100858834E0
1.430844653E0,-2.684230804E-1,-1.527910233E0,1.114717722E-1,1.555309161E0
1.435792518E0,-4.075002670E-2,-1.258282661E0,-5.480164289E-1,1.373046914E0
1.440740539E0,3.656811714E-1,-7.744283676E-1,-1.025669217E0,1.336210821E0
1.445688403E0,7.108411789E-1,-6.571531296E-1,-1.072801471E0,1.445008101E0
1.450636424E0,1.932878971E0,-1.336085796E0,-1.460633159E0,2.766693983E0
1.455584289E0,8.263764381E0,-1.147675991E0,-4.443754673E0,9.452720113E0
1.460532309E0,1.638625717E1,7.704973221E-2,-8.171746254E0,1.831100209E1
1.465480278E0,3.090007019E1,-2.504596233E0,-1.862197685E1,3.616442122E1
1.470428143E0,3.057043076E1,-4.212219238E0,-1.565799999E1,3.460443601E1
1.475376164E0,1.211969185E1,-5.857305050E0,-8.486585617E0,1.591279637E1
1.480324028E0,-1.191623878E1,-5.440834999E0,6.832789421E0,1.477452008E1
1.485272049E0,-2.297408676E1,-1.491132259E0,1.882029152E1,2.973609777E1
1.490220018E0,-2.678095627E1,1.903925896E0,2.490931320E1,3.662401448E1
1.495167882E0,-2.482706070E1,3.305862904E0,2.384773636E1,3.458361175E1
1.500115903E0,-1.677053070E1,3.811380625E0,1.467201042E1,2.260630912E1
1.505063768E0,-3.194064140E0,4.851229668E0,1.317930818E0,5.955956402E0
1.510011789E0,4.726582050E0,5.286108971E0,-9.917513847E0,1.219182541E1
1.514959757E0,4.886504650E0,4.669521809E0,-1.425287247E1,1.577424278E1
1.519907622E0,2.747661829E0,4.058950424E0,-1.275620556E1,1.366548588E1
1.524855643E0,1.451528549E0,4.213092804E0,-7.416632652E0,8.652371120E0
1.529803507E0,3.579368591E-1,4.279193878E0,-1.144817829E0,4.444122737E0
1.534751528E0,-3.086447716E-1,3.678352833E0,4.596132278E0,5.894910778E0
1.539699497E0,-8.546509743E-1,3.071511269E0,8.816103935E0,9.374875912E0
1.544647361E0,-8.924665451E-1,3.139006615E0,1.064092159E1,1.113009755E1
1.549595382E0,-9.701113701E-1,3.615668774E0,9.936773300E0,1.061855171E1
1.554543247E0,-1.085200310E0,3.955818176E0,6.772495747E0,7.917882027E0
1.559491268E0,-1.506352901E0,4.294907570E0,3.630061150E0,5.821741496E0
1.564439236E0,-1.827653408E0,4.673573971E0,1.227675557E0,5.166216983E0
1.569387101E0,-1.512350559E0,4.716508865E0,-6.233570576E-1,4.992117197E0
1.574335122E0,-9.167098999E-1,6.875529766E0,-1.460616708E0,7.088488398E0
1.579282986E0,-1.304509163E0,6.008863926E0,-2.581861496E0,6.668897857E0
1.584231007E0,-1.615804672E0,5.446301460E0,-3.000226974E0,6.424514475E0
1.589178872E0,-1.320095539E0,5.737755775E0,-2.442871571E0,6.374332520E0
1.594126893E0,-5.044569969E-1,6.446269035E0,-2.337673664E0,6.875578485E0
1.599074861E0,2.604036331E-1,5.870906353E0,-1.545637250E0,6.076540625E0
1.604022726E0,-8.828639984E-3,5.956604004E0,-3.362548351E-2,5.956705455E0
