"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.256852000E0,1.900990327E0,-1.850283273E0,1.352572078E0,2.977711141E0
1.266820000E0,1.336320619E0,-2.513921200E0,2.661044455E-1,2.859434240E0
1.276787000E0,8.783248812E-1,-2.569671770E0,-1.392192811E-1,2.719200178E0
1.286755000E0,-6.171648413E-2,-2.577077853E0,-4.568160617E-1,2.617980156E0
1.296722000E0,-9.159400195E-1,-2.727803870E0,4.189664501E-1,2.907815840E0
1.306690000E0,-1.407060234E0,-2.020684586E0,7.474226797E-1,2.573251903E0
1.316657000E0,-1.251424602E0,-1.334858084E0,1.128018531E0,2.149496556E0
1.326625000E0,-9.260182804E-1,-8.099794087E-1,1.113389382E0,1.659280692E0
1.336592000E0,-2.133219221E-1,-3.842010985E-1,1.072635459E0,1.159165024E0
1.346560000E0,4.225949398E-1,-1.700842474E-1,1.045372816E0,1.140315508E0
1.356527000E0,7.939293864E-1,-1.227307177E-1,9.144776309E-1,1.217232943E0
1.366495000E0,8.513768184E-1,-5.148642951E-1,5.419661397E-1,1.132985007E0
1.376462000E0,9.255697989E-1,-1.228055035E0,-4.289529097E-1,1.596495920E0
1.386430000E0,4.469670117E-1,-2.364938092E0,-7.603491193E-1,2.524052787E0
1.396397000E0,-4.092407763E-2,-2.807162865E0,-5.800198191E-1,2.866750970E0
1.406365000E0,-9.145863891E-2,-2.469917686E0,-4.318636537E-1,2.509056451E0
1.416332000E0,-1.713874456E-1,-1.885264241E0,-9.196091473E-2,1.895270884E0
1.426299000E0,-1.709187913E-1,-1.206405427E0,4.453993732E-1,1.297307939E0
1.436267500E0,-8.805906773E-4,-6.893194824E-1,8.369318569E-1,1.084258759E0
1.446234500E0,4.812504065E-1,-5.044704308E-1,9.746150744E-1,1.198318369E0
1.456202500E0,1.124091249E0,-3.415478531E-1,1.273525323E0,1.732657733E0
1.466169500E0,1.538764381E0,1.981728096E-1,1.341039029E0,2.050720352E0
1.476137500E0,1.286798210E0,6.312626244E-1,9.747232479E-1,1.733328459E0
1.486104500E0,6.116526711E-1,4.616309515E-1,3.682675821E-1,8.502018216E-1
1.496072500E0,1.916819617E-1,-3.494548966E-1,-1.640839809E-1,4.310269736E-1
1.506039500E0,-1.971412146E-1,-1.661990650E-1,-4.073100257E-1,4.820666393E-1
1.516007500E0,6.387758580E-1,7.381826171E-1,2.358030045E-1,1.004266513E0
1.525974500E0,1.285834005E0,1.532098555E0,8.049703914E-1,2.156078014E0
1.535942500E0,1.537515708E0,1.913577775E0,1.064710727E0,2.675694935E0
1.545909500E0,1.761792389E0,1.750238144E0,1.193052433E0,2.755108000E0
1.555877500E0,1.511181018E0,1.126691798E0,2.183083692E0,2.884260197E0
1.565844500E0,7.082691389E-1,1.267015618E0,1.685020201E0,2.224020420E0
1.575812500E0,1.562726855E-1,1.015019919E0,9.864305431E-1,1.423984482E0
1.585779500E0,-2.041993886E-2,5.391524595E-1,-4.847341776E-4,5.395392325E-1
1.595747500E0,-2.834256524E-1,-2.380382489E-1,-9.794641703E-1,1.047063689E0
1.605714500E0,-2.290597031E-1,-7.083666413E-1,-1.795333187E0,1.943572200E0
1.615682500E0,7.201351860E-1,-5.586163786E-1,-1.674364235E0,1.906342712E0
1.625649500E0,1.850774732E0,-2.433555606E-1,-1.518449399E0,2.406299569E0
1.635617500E0,2.120927204E0,1.337000942E-1,-1.612942743E0,2.667919080E0
1.645584500E0,1.873890822E0,6.964520623E-1,-2.185004502E0,2.961546380E0
1.655552500E0,1.185451345E0,9.806162180E-1,-1.660505165E0,2.263665271E0
1.665519500E0,7.464248523E-1,7.375990650E-1,7.480348831E-1,1.288704244E0
1.675487500E0,9.625943685E-1,9.990071730E-1,-2.072408178E0,2.493888311E0
1.685454500E0,4.279623914E-1,1.236717101E0,-4.391355434E0,4.582207279E0
1.695422500E0,-3.519289997E-1,-6.409384507E-1,-2.818432204E0,2.911737661E0
1.705389500E0,7.226106048E-1,-2.320633300E0,-2.726166065E0,3.652326165E0
1.715357500E0,1.750716885E0,-2.535320547E0,-3.421696460E0,4.604439874E0
1.725324500E0,2.012622883E0,-2.447955544E0,-4.510607643E0,5.512596351E0
1.735292500E0,1.058771126E0,-2.336365819E0,-4.216706704E0,4.935607051E0
1.745259500E0,5.015551552E-1,-2.103800125E0,-4.428426197E0,4.928335532E0
1.755227500E0,8.119847113E-1,-2.074488618E0,-4.213788359E0,4.766427858E0
1.765194500E0,5.213927114E-1,-2.259715107E0,-2.669298969E0,3.536003353E0
1.775162500E0,-4.057050381E-1,-1.924853691E0,-9.013009304E-1,2.163793354E0
1.785129500E0,-8.930086284E-1,-1.441193355E0,2.774345952E-1,1.717985056E0
1.795097500E0,-9.191268982E-1,-1.709450307E0,4.926834673E-1,2.002436417E0
1.805064500E0,-6.701292130E-1,-1.255172814E0,1.181352155E0,1.849357961E0
1.815032500E0,-3.600787393E-1,-9.634837300E-2,1.631945609E0,1.673973172E0
1.824999500E0,-5.739817650E-1,1.100533255E0,2.240640174E0,2.561463820E0
1.834967500E0,-1.088998307E0,1.275113135E0,2.853147708E0,3.309423313E0
1.844934500E0,-1.275555769E0,1.606623657E0,3.638208915E0,4.176702791E0
1.854902500E0,-1.350499532E0,1.582324383E0,3.677340821E0,4.224977509E0
1.864869500E0,-1.416714864E0,1.812147148E0,4.442196389E0,5.002406126E0
1.874837500E0,-1.307482882E0,1.638629854E0,4.250663824E0,4.739489659E0
1.884804500E0,-1.138822943E0,1.325445090E0,4.286621861E0,4.629130519E0
1.894772500E0,-1.226072025E0,9.659495008E-1,4.016889803E0,4.309491239E0
1.904739500E0,-1.258640505E0,6.079748090E-1,3.556805733E0,3.821606509E0
1.914707500E0,-1.181553226E0,4.781566812E-1,2.493382562E0,2.800296134E0
1.924674500E0,-9.439799036E-1,8.732451126E-1,3.069577718E0,3.328056858E0
1.934642500E0,-8.306564058E-1,1.306494556E0,2.318115782E0,2.787575805E0
1.944609500E0,-8.579036267E-1,1.252890645E0,1.478203014E0,2.119154962E0
1.954577500E0,-7.172238573E-1,1.238896212E0,9.488925880E-1,1.717460634E0
1.964544500E0,-1.032668570E0,1.744113332E-1,4.990984476E-1,1.160139194E0
1.974512500E0,-1.052230138E0,-9.110724317E-1,6.635595739E-1,1.541931434E0
