0.007506792,-1.127296985,1.020648449,-2.749901083,3.142368169,jumping
0.017569792,-1.183814417,1.158628705,-2.072021677,2.652755338,jumping
0.027633792,-0.625319076,1.329151348,-0.343837915,1.508605901,jumping
0.037697792,0.490037602,1.016654508,1.541994967,1.910882446,jumping
0.047760792,0.814229165,0.514125792,2.316428275,2.50861205,jumping
0.057824792,0.089591623,0.401437082,2.161843681,2.200624114,jumping
0.067887792,-0.777032687,0.332089397,1.345678795,1.588997981,jumping
0.077951792,-1.086293385,0.255690262,0.457694314,1.206190247,jumping
0.088015792,-0.916745766,0.215587426,-0.186058402,0.959957534,jumping
0.098078792,-0.801909959,0.078843563,-0.519970669,0.958981431,jumping
0.108142792,-0.963427597,0.053095057,-0.623096257,1.148590773,jumping
0.118206792,-0.909288812,0.190911299,-0.846913054,1.257185344,jumping
0.128269792,-0.75917149,0.476191396,-1.068964577,1.394913927,jumping
0.138333792,-0.487743447,0.717072707,-0.854421464,1.217424731,jumping
0.148396792,-0.080315308,0.78026152,-0.3414657,0.855486652,jumping
0.158460792,0.118517214,0.745841885,0.13165123,0.766588869,jumping
0.168524792,-0.01404852,0.570389747,0.303659357,0.646336468,jumping
0.178587792,-0.177883702,0.443475347,0.470833592,0.670818355,jumping
0.188651792,-0.239073352,0.403170782,0.501700459,0.686590196,jumping
0.198715792,-0.080397169,0.835452511,0.467694806,0.960824144,jumping
0.208778792,0.194577941,1.139789561,0.22005236,1.177031801,jumping
0.218842792,0.434455724,0.766183471,-0.727984196,1.142694131,jumping
0.228906792,-0.654474901,-1.628703036,-1.449359869,2.27632489,jumping
0.23896975,-1.820416865,-2.172770373,-0.799109727,2.945067913,jumping
0.24903375,-1.988753234,-0.254048364,0.434829361,2.051525425,jumping
0.25909675,-0.5269616,2.369951056,2.922599766,3.799466532,jumping
0.26916075,-0.009135836,2.743883128,5.049949552,5.747257482,jumping
0.27922475,1.165521403,1.740284575,4.735650017,5.178166821,jumping
0.28928775,2.444884002,0.088030124,2.544131132,3.529562338,jumping
0.29935175,1.887147044,-1.913604818,0.98550259,2.862590212,jumping
0.30941575,0.046726854,-3.044111632,-0.757861714,3.137380022,jumping
0.31947875,0.837319527,-2.358590208,-4.521403942,5.167895642,jumping
0.32954275,0.860844338,-1.658249309,-4.906435491,5.250138377,jumping
0.33960575,-2.210761925,-1.366344025,-1.416485068,2.959863888,jumping
0.34966975,-2.162090141,-1.001239786,0.330874053,2.40553373,jumping
0.35973375,-0.581672535,-1.213629954,0.62592514,1.484258362,jumping
0.36979675,-1.080622171,-1.848055192,0.392555746,2.176500007,jumping
0.37986075,-1.822769638,-1.753989864,-0.117309764,2.532337098,jumping
0.38992475,-2.075511296,-1.330960768,-1.1517401,2.721343228,jumping
0.39998775,-1.306856353,-0.830290297,-1.698793318,2.29851131,jumping
0.41005175,0.348651051,-0.467796256,-1.817460805,1.908809752,jumping
0.42011575,0.525955294,-0.597371139,-1.609458972,1.795505342,jumping
0.43017875,0.697203868,-0.432407445,-2.158858092,2.309488622,jumping
